difficulty	halflife	p_recall	delta_t	reps	lapses	last_date	due_date	r_history	t_history	p_history	state	cost
5	111.37	0.9397	10	3	1	79	92	1,1,0,1,1,1	0,3,10,1,3,11	0.61,0.89,0.86,0.89,0.87,0.82	[111.36999691883223, 7]	6
5	153.766	0.9138	20	4	0	69	100	0,1,1,1,1	0,1,2,5,10	0.61,0.68,0.89,0.90,0.91	[153.7659895550185, 5]	4
2	378.2559	0.9818	10	2	0	79	439	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
10	153.8764	0.9866	3	5	2	86	133	0,0,0,1,1,1,1,1	0,1,1,1,2,4,7,19	0.34,0.43,0.47,0.49,0.81,0.86,0.88,0.83	[153.87641259405805, 14]	9
5	125.7167	0.8712	25	2	0	64	99	1,1,1	0,3,10	0.61,0.89,0.86	[125.71672712462993, 5]	2
8	153.5745	0.9388	14	4	0	75	116	0,1,1,1,1	0,1,2,7,14	0.44,0.53,0.85,0.82,0.87	[153.5744505018686, 8]	4
9	39.4005	0.9826	1	2	1	88	95	1,1,1,1,0,1,1	0,2,5,8,17,2,3	0.39,0.86,0.86,0.91,0.89,0.85,0.91	[39.40051266878118, 11]	7
4	126.0238	0.862	27	2	0	62	93	1,1,1	0,3,8	0.66,0.91,0.90	[126.02377160072751, 4]	2
5	153.766	0.9138	20	4	0	69	100	0,1,1,1,1	0,1,2,5,10	0.61,0.68,0.89,0.90,0.91	[153.7659895550185, 5]	4
6	195.2957	0.9549	13	3	0	76	104	1,1,1,1	0,3,6,16	0.55,0.87,0.90,0.88	[195.29572912604024, 6]	3
3	90.7301	0.8136	27	3	1	62	92	0,0,1,1,1	0,1,1,2,7	0.72,0.78,0.69,0.89,0.86	[90.73010264934756, 5]	5
3	372.1637	0.9981	1	4	0	88	448	0,1,1,1,1	0,1,3,8,25	0.72,0.78,0.88,0.90,0.88	[372.16371681362233, 3]	4
4	126.0238	0.862	27	2	0	62	93	1,1,1	0,3,8	0.66,0.91,0.90	[126.02377160072751, 4]	2
9	177.4742	0.9692	8	5	0	81	120	0,1,1,1,1,1	0,1,1,3,9,16	0.39,0.48,0.92,0.88,0.84,0.88	[177.47420557753085, 9]	5
6	195.2957	0.9549	13	3	0	76	104	1,1,1,1	0,3,6,16	0.55,0.87,0.90,0.88	[195.29572912604024, 6]	3
5	125.7167	0.8761	24	2	0	65	100	1,1,1	0,3,10	0.61,0.89,0.86	[125.71672712462993, 5]	2
3	27.6752	0.9511	2	1	1	89	98	1,1,0,1	0,7,28,2	0.72,0.84,0.83,0.84	[27.675207939097255, 5]	4
4	126.0238	0.8668	26	2	0	63	94	1,1,1	0,3,8	0.66,0.91,0.90	[126.02377160072751, 4]	2
4	119.6286	0.8651	25	3	0	64	96	0,1,1,1	0,1,3,8	0.66,0.73,0.86,0.89	[119.62856354447158, 4]	3
8	155.3731	0.9395	14	3	0	75	116	1,1,1,1	0,2,7,14	0.44,0.88,0.83,0.87	[155.37313831332932, 8]	3
5	125.7167	0.8761	24	2	0	65	100	1,1,1	0,3,10	0.61,0.89,0.86	[125.71672712462993, 5]	2
6	195.2957	0.9583	12	3	0	77	105	1,1,1,1	0,3,6,16	0.55,0.87,0.90,0.88	[195.29572912604024, 6]	3
7	162.0558	0.9379	15	3	0	74	110	1,1,1,1	0,3,6,13	0.49,0.85,0.89,0.89	[162.05583430059056, 7]	3
4	126.0238	0.8668	26	2	0	63	94	1,1,1	0,3,8	0.66,0.91,0.90	[126.02377160072751, 4]	2
8	155.3731	0.9395	14	3	0	75	116	1,1,1,1	0,2,7,14	0.44,0.88,0.83,0.87	[155.37313831332932, 8]	3
10	144.4626	0.967	7	4	1	82	102	1,0,1,1,1,1	0,2,1,3,7,17	0.34,0.84,0.79,0.81,0.84,0.83	[144.46260281998332, 12]	6
6	195.2957	0.9583	12	3	0	77	105	1,1,1,1	0,3,6,16	0.55,0.87,0.90,0.88	[195.29572912604024, 6]	3
5	131.6695	0.9588	8	4	2	81	115	1,0,1,0,1,1,1,1	0,3,1,4,1,2,6,12	0.61,0.89,0.85,0.81,0.82,0.88,0.85,0.88	[131.66948653395775, 9]	9
3	27.6752	0.9511	2	1	1	89	98	1,1,0,1	0,7,28,2	0.72,0.84,0.83,0.84	[27.675207939097255, 5]	4
8	153.5745	0.943	13	4	0	76	117	0,1,1,1,1	0,1,2,7,14	0.44,0.53,0.85,0.82,0.87	[153.5744505018686, 8]	4
3	364.5756	0.9962	2	2	0	87	447	1,1,1	0,7,28	0.72,0.84,0.83	[364.5756157885422, 3]	2
7	162.0558	0.9379	15	3	0	74	110	1,1,1,1	0,3,6,13	0.49,0.85,0.89,0.89	[162.05583430059056, 7]	3
5	125.7167	0.8761	24	2	0	65	100	1,1,1	0,3,10	0.61,0.89,0.86	[125.71672712462993, 5]	2
9	161.2263	0.9745	6	5	1	83	125	0,0,1,1,1,1,1	0,1,1,2,4,7,16	0.39,0.48,0.50,0.83,0.87,0.90,0.87	[161.22629419128592, 11]	7
6	161.7106	0.9622	9	4	1	80	113	1,0,1,1,1,1	0,3,1,2,6,16	0.55,0.87,0.84,0.89,0.86,0.85	[161.71063617269795, 8]	6
6	195.2957	0.9583	12	3	0	77	105	1,1,1,1	0,3,6,16	0.55,0.87,0.90,0.88	[195.29572912604024, 6]	3
2	374.8187	0.9871	7	3	0	82	442	0,1,1,1	0,1,5,24	0.78,0.83,0.85,0.84	[374.81870014267787, 2]	3
1	378.4602	0.9693	17	3	0	72	432	0,1,1,1	0,1,4,15	0.86,0.88,0.91,0.91	[378.46015578859345, 1]	3
8	50.9417	0.9216	6	2	1	83	90	0,1,1,1,0,1,1	0,1,2,7,14,2,5	0.44,0.53,0.85,0.82,0.87,0.82,0.85	[50.94168531182872, 10]	7
9	195.4357	0.9824	5	4	0	84	119	1,1,1,1,1	0,2,5,8,17	0.39,0.86,0.86,0.91,0.89	[195.43572409316283, 9]	4
7	159.2692	0.9913	2	4	1	87	125	0,1,1,0,1,1,1,1	0,1,2,6,1,3,7,15	0.49,0.57,0.87,0.85,0.86,0.85,0.86,0.87	[159.26921219454752, 9]	8
7	162.0558	0.9379	15	3	0	74	110	1,1,1,1	0,3,6,13	0.49,0.85,0.89,0.89	[162.05583430059056, 7]	3
5	52.176	0.9234	6	3	3	83	94	0,1,1,1,0,0,1,0,1,1,1	0,1,2,5,10,2,1,2,1,2,5	0.61,0.68,0.89,0.90,0.91,0.84,0.79,0.88,0.82,0.88,0.86	[52.1760123739029, 11]	13
8	30.7403	0.8934	5	2	2	84	90	0,1,0,1,1,1,0,1,1	0,1,2,1,2,7,15,1,3	0.44,0.53,0.85,0.80,0.88,0.82,0.85,0.90,0.85	[30.740259307653712, 12]	10
3	364.5756	0.9962	2	2	0	87	447	1,1,1	0,7,28	0.72,0.84,0.83	[364.5756157885422, 3]	2
7	170.3335	0.9523	12	4	0	77	112	0,1,1,1,1	0,1,2,6,16	0.49,0.57,0.87,0.85,0.85	[170.333507128377, 7]	4
1	378.4602	0.9693	17	3	0	72	432	0,1,1,1	0,1,4,15	0.86,0.88,0.91,0.91	[378.46015578859345, 1]	3
5	111.37	0.9455	9	3	1	80	93	1,1,0,1,1,1	0,3,10,1,3,11	0.61,0.89,0.86,0.89,0.87,0.82	[111.36999691883223, 7]	6
4	126.0238	0.8668	26	2	0	63	94	1,1,1	0,3,8	0.66,0.91,0.90	[126.02377160072751, 4]	2
6	195.2957	0.9617	11	3	0	78	106	1,1,1,1	0,3,6,16	0.55,0.87,0.90,0.88	[195.29572912604024, 6]	3
7	170.3335	0.9562	11	4	0	78	113	0,1,1,1,1	0,1,2,6,16	0.49,0.57,0.87,0.85,0.85	[170.333507128377, 7]	4
6	163.7101	0.9874	3	4	1	86	119	0,1,1,0,1,1,1,1	0,1,2,5,1,3,6,15	0.55,0.62,0.88,0.89,0.87,0.86,0.89,0.87	[163.71005428461683, 8]	8
5	113.6291	0.9351	11	4	3	78	115	0,0,0,1,0,1,1,1,1	0,1,1,1,2,1,2,5,12	0.61,0.68,0.62,0.58,0.85,0.80,0.87,0.86,0.85	[113.62909082292603, 11]	11
5	153.766	0.9221	18	4	0	71	102	0,1,1,1,1	0,1,2,5,10	0.61,0.68,0.89,0.90,0.91	[153.7659895550185, 5]	4
1	378.4602	0.9711	16	3	0	73	433	0,1,1,1	0,1,4,15	0.86,0.88,0.91,0.91	[378.46015578859345, 1]	3
6	195.2957	0.9617	11	3	0	78	106	1,1,1,1	0,3,6,16	0.55,0.87,0.90,0.88	[195.29572912604024, 6]	3
1	378.4996	0.9676	18	2	0	71	431	1,1,1	0,4,14	0.86,0.95,0.93	[378.4995647708584, 1]	2
5	123.627	0.9402	11	3	1	78	114	0,1,1,0,1,1,1	0,1,2,5,1,4,12	0.61,0.68,0.89,0.90,0.88,0.83,0.83	[123.62698586029428, 7]	7
4	126.0238	0.8715	25	2	0	64	95	1,1,1	0,3,8	0.66,0.91,0.90	[126.02377160072751, 4]	2
10	152.861	0.9776	5	5	1	84	131	0,0,1,1,1,1,1	0,1,1,1,3,9,16	0.34,0.43,0.47,0.90,0.86,0.82,0.87	[152.8610264618129, 12]	7
1	82.6725	0.9043	12	2	1	77	93	1,1,0,1,1	0,4,14,2,4	0.86,0.95,0.93,0.88,0.93	[82.67247037898808, 3]	5
8	155.3731	0.9437	13	3	0	76	117	1,1,1,1	0,2,7,14	0.44,0.88,0.83,0.87	[155.37313831332932, 8]	3
7	139.6134	0.9282	15	5	4	89	130	0,0,0,0,1,0,1,1,1,1,1	0,1,1,1,1,2,1,2,6,6,15	0.49,0.57,0.55,0.54,0.53,0.82,0.77,0.85,0.81,0.92,0.87	[139.61337036659796, 15]	14
8	153.5745	0.9473	12	4	0	77	118	0,1,1,1,1	0,1,2,7,14	0.44,0.53,0.85,0.82,0.87	[153.5744505018686, 8]	4
9	151.5548	0.9729	6	4	1	83	129	0,1,0,1,1,1,1	0,1,1,1,3,7,17	0.39,0.48,0.92,0.81,0.82,0.85,0.84	[151.5548191619811, 11]	7
2	288.1971	0.9952	2	4	1	87	95	0,0,1,1,1,1	0,1,1,2,6,24	0.78,0.83,0.73,0.91,0.89,0.84	[288.19707950206106, 4]	6
2	374.8187	0.989	6	3	0	83	443	0,1,1,1	0,1,5,24	0.78,0.83,0.85,0.84	[374.81870014267787, 2]	3
3	139.0217	0.8872	24	3	0	65	90	0,1,1,1	0,1,3,8	0.72,0.78,0.88,0.90	[139.02167773768446, 3]	3
3	364.5756	0.9981	1	2	0	88	448	1,1,1	0,7,28	0.72,0.84,0.83	[364.5756157885422, 3]	2
5	153.766	0.9221	18	4	0	71	102	0,1,1,1,1	0,1,2,5,10	0.61,0.68,0.89,0.90,0.91	[153.7659895550185, 5]	4
8	155.3731	0.9437	13	3	0	76	117	1,1,1,1	0,2,7,14	0.44,0.88,0.83,0.87	[155.37313831332932, 8]	3
4	126.0238	0.8763	24	2	0	65	96	1,1,1	0,3,8	0.66,0.91,0.90	[126.02377160072751, 4]	2
5	125.7167	0.8858	22	2	0	67	102	1,1,1	0,3,10	0.61,0.89,0.86	[125.71672712462993, 5]	2
4	119.6286	0.8752	23	3	0	66	98	0,1,1,1	0,1,3,8	0.66,0.73,0.86,0.89	[119.62856354447158, 4]	3
5	153.766	0.9262	17	4	0	72	103	0,1,1,1,1	0,1,2,5,10	0.61,0.68,0.89,0.90,0.91	[153.7659895550185, 5]	4
6	195.2957	0.9651	10	3	0	79	107	1,1,1,1	0,3,6,16	0.55,0.87,0.90,0.88	[195.29572912604024, 6]	3
10	168.8979	0.9797	5	5	0	84	127	0,1,1,1,1,1	0,1,2,4,7,16	0.34,0.43,0.83,0.88,0.90,0.88	[168.89788865533052, 10]	5
3	364.5756	0.9482	28	2	0	89	449	1,1,1	0,7,28	0.72,0.84,0.83	[364.5756157885422, 3]	2
7	162.0558	0.9459	13	3	0	76	112	1,1,1,1	0,3,6,13	0.49,0.85,0.89,0.89	[162.05583430059056, 7]	3
8	155.3731	0.9479	12	3	0	77	118	1,1,1,1	0,2,7,14	0.44,0.88,0.83,0.87	[155.37313831332932, 8]	3
6	11.7695	0.9428	1	1	2	88	90	1,1,1,0,1,0,1	0,3,6,16,2,6,1	0.55,0.87,0.90,0.88,0.84,0.84,0.85	[11.769488270665287, 10]	8
8	153.5745	0.9516	11	4	0	78	119	0,1,1,1,1	0,1,2,7,14	0.44,0.53,0.85,0.82,0.87	[153.5744505018686, 8]	4
7	129.8611	0.9841	3	5	4	86	99	0,0,0,0,0,1,1,1,1,1	0,1,1,1,1,1,2,4,7,14	0.49,0.57,0.55,0.54,0.53,0.52,0.81,0.85,0.88,0.87	[129.86114504268662, 15]	13
2	378.2559	0.9873	7	2	0	82	442	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
4	169.1502	0.9638	9	4	1	80	105	0,1,0,1,1,1,1	0,1,3,1,3,8,10	0.66,0.73,0.86,0.84,0.86,0.87,0.93	[169.15015316206416, 6]	7
6	195.2957	0.9651	10	3	0	79	107	1,1,1,1	0,3,6,16	0.55,0.87,0.90,0.88	[195.29572912604024, 6]	3
2	378.2559	0.9873	7	2	0	82	442	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
1	378.4996	0.9693	17	2	0	72	432	1,1,1	0,4,14	0.86,0.95,0.93	[378.4995647708584, 1]	2
3	139.0217	0.8917	23	3	0	66	91	0,1,1,1	0,1,3,8	0.72,0.78,0.88,0.90	[139.02167773768446, 3]	3
5	153.766	0.9262	17	4	0	72	103	0,1,1,1,1	0,1,2,5,10	0.61,0.68,0.89,0.90,0.91	[153.7659895550185, 5]	4
5	125.7167	0.8858	22	2	0	67	102	1,1,1	0,3,10	0.61,0.89,0.86	[125.71672712462993, 5]	2
8	136.1558	0.9848	3	4	1	86	103	1,1,0,1,1,1,1	0,2,7,1,3,6,13	0.44,0.88,0.83,0.86,0.84,0.88,0.87	[136.1557760273462, 10]	7
6	195.2957	0.9651	10	3	0	79	107	1,1,1,1	0,3,6,16	0.55,0.87,0.90,0.88	[195.29572912604024, 6]	3
8	155.3731	0.9521	11	3	0	78	119	1,1,1,1	0,2,7,14	0.44,0.88,0.83,0.87	[155.37313831332932, 8]	3
2	378.2559	0.9891	6	2	0	83	443	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
5	125.7167	0.8907	21	2	0	68	103	1,1,1	0,3,10	0.61,0.89,0.86	[125.71672712462993, 5]	2
1	378.4996	0.9711	16	2	0	73	433	1,1,1	0,4,14	0.86,0.95,0.93	[378.4995647708584, 1]	2
3	104.6503	0.8362	27	1	0	62	90	1,1	0,7	0.72,0.84	[104.65027833462295, 3]	1
8	153.5745	0.9559	10	4	0	79	120	0,1,1,1,1	0,1,2,7,14	0.44,0.53,0.85,0.82,0.87	[153.5744505018686, 8]	4
9	195.4357	0.9929	2	4	0	87	122	1,1,1,1,1	0,2,5,8,17	0.39,0.86,0.86,0.91,0.89	[195.43572409316283, 9]	4
5	153.766	0.9304	16	4	0	73	104	0,1,1,1,1	0,1,2,5,10	0.61,0.68,0.89,0.90,0.91	[153.7659895550185, 5]	4
1	378.4996	0.9711	16	2	0	73	433	1,1,1	0,4,14	0.86,0.95,0.93	[378.4995647708584, 1]	2
2	378.2559	0.9891	6	2	0	83	443	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
9	43.2798	0.9531	3	3	4	86	93	0,0,0,1,1,1,0,1,1,0,1,1,1	0,1,1,1,1,4,8,1,2,4,1,3,4	0.39,0.48,0.50,0.50,0.90,0.81,0.85,0.87,0.88,0.88,0.86,0.81,0.89	[43.279770751190405, 17]	16
9	195.4357	0.9929	2	4	0	87	122	1,1,1,1,1	0,2,5,8,17	0.39,0.86,0.86,0.91,0.89	[195.43572409316283, 9]	4
6	161.7106	0.9746	6	4	1	83	116	1,0,1,1,1,1	0,3,1,2,6,16	0.55,0.87,0.84,0.89,0.86,0.85	[161.71063617269795, 8]	6
1	378.4996	0.9711	16	2	0	73	433	1,1,1	0,4,14	0.86,0.95,0.93	[378.4995647708584, 1]	2
9	90.324	0.8981	14	4	1	75	91	0,1,1,0,1,1,1,1	0,1,1,3,1,2,4,8	0.39,0.48,0.92,0.88,0.84,0.88,0.89,0.89	[90.32401569958127, 11]	8
4	126.0238	0.8812	23	2	0	66	97	1,1,1	0,3,8	0.66,0.91,0.90	[126.02377160072751, 4]	2
10	83.3363	0.9356	8	4	3	81	98	0,0,0,1,1,0,1,1,1,1	0,1,1,1,2,4,1,3,4,9	0.34,0.43,0.47,0.49,0.81,0.86,0.84,0.81,0.89,0.87	[83.3362947331444, 16]	12
6	195.2957	0.9686	9	3	0	80	108	1,1,1,1	0,3,6,16	0.55,0.87,0.90,0.88	[195.29572912604024, 6]	3
7	173.6452	0.9842	4	5	1	85	120	0,0,1,1,1,1,1	0,1,1,2,4,6,16	0.49,0.57,0.55,0.85,0.89,0.92,0.88	[173.6452180112646, 9]	7
7	159.0801	0.9957	1	5	2	88	126	0,0,1,0,1,1,1,1,1	0,1,1,2,1,2,4,7,15	0.49,0.57,0.55,0.85,0.80,0.87,0.89,0.90,0.88	[159.080090803904, 11]	10
5	122.969	0.9505	9	5	3	80	116	0,0,0,0,1,1,1,1,1	0,1,1,1,1,1,3,5,12	0.61,0.68,0.62,0.58,0.55,0.91,0.87,0.90,0.87	[122.9690446614654, 11]	11
2	378.2559	0.9891	6	2	0	83	443	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
3	89.2733	0.897	14	3	2	75	105	1,0,0,1,1,1	0,7,1,1,2,9	0.72,0.84,0.87,0.76,0.89,0.80	[89.27331908613696, 7]	7
4	126.0238	0.8812	23	2	0	66	97	1,1,1	0,3,8	0.66,0.91,0.90	[126.02377160072751, 4]	2
8	153.5745	0.9559	10	4	0	79	120	0,1,1,1,1	0,1,2,7,14	0.44,0.53,0.85,0.82,0.87	[153.5744505018686, 8]	4
5	153.766	0.9304	16	4	0	73	104	0,1,1,1,1	0,1,2,5,10	0.61,0.68,0.89,0.90,0.91	[153.7659895550185, 5]	4
9	132.002	0.9896	2	5	3	87	107	0,0,0,0,1,1,1,1,1	0,1,1,1,1,1,3,7,17	0.39,0.48,0.50,0.50,0.51,0.90,0.85,0.84,0.82	[132.0019639985528, 15]	11
4	126.0238	0.886	22	2	0	67	98	1,1,1	0,3,8	0.66,0.91,0.90	[126.02377160072751, 4]	2
7	162.0558	0.954	11	3	0	78	114	1,1,1,1	0,3,6,13	0.49,0.85,0.89,0.89	[162.05583430059056, 7]	3
2	378.2559	0.9909	5	2	0	84	444	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
10	95.6724	0.9856	2	4	3	87	103	0,1,0,0,1,1,0,1,1,1,1	0,1,2,1,1,2,4,1,3,6,10	0.34,0.43,0.83,0.78,0.68,0.84,0.87,0.85,0.81,0.85,0.88	[95.67242061112137, 16]	13
7	54.0814	0.95	4	2	1	85	97	1,1,1,0,1,1	0,3,6,13,2,5	0.49,0.85,0.89,0.89,0.83,0.85	[54.081365548034164, 9]	6
5	122.538	0.9291	13	3	1	76	112	1,0,1,1,1	0,3,1,4,12	0.61,0.89,0.85,0.81,0.83	[122.53804498211346, 7]	5
10	152.861	0.991	2	5	1	87	134	0,0,1,1,1,1,1	0,1,1,1,3,9,16	0.34,0.43,0.47,0.90,0.86,0.82,0.87	[152.8610264618129, 12]	7
2	378.2559	0.9909	5	2	0	84	444	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
5	125.7167	0.8956	20	2	0	69	104	1,1,1	0,3,10	0.61,0.89,0.86	[125.71672712462993, 5]	2
8	155.3731	0.9564	10	3	0	79	120	1,1,1,1	0,2,7,14	0.44,0.88,0.83,0.87	[155.37313831332932, 8]	3
4	126.0238	0.886	22	2	0	67	98	1,1,1	0,3,8	0.66,0.91,0.90	[126.02377160072751, 4]	2
7	114.9837	0.994	1	4	2	88	103	1,0,1,1,0,1,1,1,1	0,3,1,2,6,1,2,5,12	0.49,0.85,0.82,0.89,0.85,0.86,0.89,0.87,0.86	[114.98367280120915, 11]	10
10	119.7215	0.9771	4	4	1	85	102	0,1,1,0,1,1,1,1	0,1,2,4,1,3,6,12	0.34,0.43,0.83,0.88,0.85,0.83,0.87,0.87	[119.72145633675828, 12]	8
5	153.766	0.9346	15	4	0	74	105	0,1,1,1,1	0,1,2,5,10	0.61,0.68,0.89,0.90,0.91	[153.7659895550185, 5]	4
8	85.9957	0.9605	5	4	2	84	98	1,1,0,1,0,1,1,1,1	0,2,7,1,3,1,2,4,8	0.44,0.88,0.83,0.86,0.84,0.81,0.87,0.88,0.88	[85.99570915298051, 12]	10
1	378.4602	0.9765	13	3	0	76	436	0,1,1,1	0,1,4,15	0.86,0.88,0.91,0.91	[378.46015578859345, 1]	3
4	119.6286	0.8854	21	3	0	68	100	0,1,1,1	0,1,3,8	0.66,0.73,0.86,0.89	[119.62856354447158, 4]	3
10	168.8979	0.9878	3	5	0	86	129	0,1,1,1,1,1	0,1,2,4,7,16	0.34,0.43,0.83,0.88,0.90,0.88	[168.89788865533052, 10]	5
5	125.7167	0.8956	20	2	0	69	104	1,1,1	0,3,10	0.61,0.89,0.86	[125.71672712462993, 5]	2
4	119.6286	0.8854	21	3	0	68	100	0,1,1,1	0,1,3,8	0.66,0.73,0.86,0.89	[119.62856354447158, 4]	3
9	90.324	0.9051	13	4	1	76	92	0,1,1,0,1,1,1,1	0,1,1,3,1,2,4,8	0.39,0.48,0.92,0.88,0.84,0.88,0.89,0.89	[90.32401569958127, 11]	8
5	125.7167	0.8956	20	2	0	69	104	1,1,1	0,3,10	0.61,0.89,0.86	[125.71672712462993, 5]	2
7	162.0558	0.954	11	3	0	78	114	1,1,1,1	0,3,6,13	0.49,0.85,0.89,0.89	[162.05583430059056, 7]	3
7	162.0558	0.954	11	3	0	78	114	1,1,1,1	0,3,6,13	0.49,0.85,0.89,0.89	[162.05583430059056, 7]	3
2	378.2559	0.9909	5	2	0	84	444	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
6	139.588	0.9852	3	3	1	86	123	1,1,0,1,1,1	0,3,6,2,5,14	0.55,0.87,0.90,0.80,0.85,0.84	[139.5879879503742, 8]	6
8	51.0467	0.9601	3	2	1	86	93	1,1,1,0,1,1	0,2,7,14,2,5	0.44,0.88,0.83,0.87,0.82,0.85	[51.0467111440909, 10]	6
7	170.3335	0.968	8	4	0	81	116	0,1,1,1,1	0,1,2,6,16	0.49,0.57,0.87,0.85,0.85	[170.333507128377, 7]	4
2	114.482	0.9077	16	3	1	73	95	1,0,1,1,1	0,6,1,4,6	0.78,0.89,0.89,0.86,0.93	[114.48199273275321, 4]	5
3	101.2559	0.8841	18	3	1	71	100	0,1,0,1,1,1	0,1,3,1,3,7	0.72,0.78,0.88,0.85,0.87,0.89	[101.25586123141592, 5]	6
7	136.6893	0.9602	8	4	1	81	123	0,1,0,1,1,1,1	0,1,2,1,2,6,13	0.49,0.57,0.87,0.81,0.88,0.85,0.87	[136.68926497702083, 9]	7
6	195.2957	0.972	8	3	0	81	109	1,1,1,1	0,3,6,16	0.55,0.87,0.90,0.88	[195.29572912604024, 6]	3
7	162.0558	0.954	11	3	0	78	114	1,1,1,1	0,3,6,13	0.49,0.85,0.89,0.89	[162.05583430059056, 7]	3
4	126.0238	0.886	22	2	0	67	98	1,1,1	0,3,8	0.66,0.91,0.90	[126.02377160072751, 4]	2
2	378.2559	0.9927	4	2	0	85	445	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
1	378.4996	0.9747	14	2	0	75	435	1,1,1	0,4,14	0.86,0.95,0.93	[378.4995647708584, 1]	2
4	119.6286	0.8906	20	3	0	69	101	0,1,1,1	0,1,3,8	0.66,0.73,0.86,0.89	[119.62856354447158, 4]	3
4	126.0238	0.8909	21	2	0	68	99	1,1,1	0,3,8	0.66,0.91,0.90	[126.02377160072751, 4]	2
4	126.0238	0.8909	21	2	0	68	99	1,1,1	0,3,8	0.66,0.91,0.90	[126.02377160072751, 4]	2
2	378.2559	0.9927	4	2	0	85	445	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
3	139.0217	0.9051	20	3	0	69	94	0,1,1,1	0,1,3,8	0.72,0.78,0.88,0.90	[139.02167773768446, 3]	3
5	141.2259	0.9474	11	4	1	78	111	0,0,1,1,1,1	0,1,1,2,5,12	0.61,0.68,0.62,0.87,0.88,0.88	[141.22594845268947, 7]	6
6	133.6877	0.93	14	4	2	89	127	0,1,1,0,0,1,1,1,1	0,1,2,5,1,1,2,6,14	0.55,0.62,0.88,0.89,0.87,0.77,0.87,0.84,0.85	[133.68774398055737, 10]	10
5	125.7167	0.9005	19	2	0	70	105	1,1,1	0,3,10	0.61,0.89,0.86	[125.71672712462993, 5]	2
1	378.4996	0.9747	14	2	0	75	435	1,1,1	0,4,14	0.86,0.95,0.93	[378.4995647708584, 1]	2
4	126.0238	0.8909	21	2	0	68	99	1,1,1	0,3,8	0.66,0.91,0.90	[126.02377160072751, 4]	2
2	31.3287	0.9567	2	1	1	87	93	1,1,0,1	0,6,22,2	0.78,0.89,0.88,0.86	[31.328678241591888, 4]	4
6	50.2791	0.8359	13	3	2	76	91	1,0,1,1,0,1,1,1	0,3,1,2,6,1,2,4	0.55,0.87,0.84,0.89,0.86,0.87,0.89,0.90	[50.27912997402079, 10]	9
4	114.2232	0.9642	6	3	1	83	115	0,1,1,0,1,1,1	0,1,3,8,1,3,10	0.66,0.73,0.86,0.89,0.90,0.88,0.85	[114.22319372162974, 6]	7
5	120.365	0.9772	4	4	2	85	121	0,1,1,0,0,1,1,1,1	0,1,2,5,1,1,2,5,11	0.61,0.68,0.89,0.90,0.88,0.78,0.88,0.87,0.87	[120.3649937405526, 9]	10
4	126.0238	0.8909	21	2	0	68	99	1,1,1	0,3,8	0.66,0.91,0.90	[126.02377160072751, 4]	2
5	125.7167	0.9005	19	2	0	70	105	1,1,1	0,3,10	0.61,0.89,0.86	[125.71672712462993, 5]	2
2	378.2559	0.9927	4	2	0	85	445	1,1,1	0,6,22	0.78,0.89,0.88	[378.25594580003053, 2]	2
9	161.2263	0.9957	1	5	1	88	130	0,0,1,1,1,1,1	0,1,1,2,4,7,16	0.39,0.48,0.50,0.83,0.87,0.90,0.87	[161.22629419128592, 11]	7
9	90.324	0.912	12	4	1	77	93	0,1,1,0,1,1,1,1	0,1,1,3,1,2,4,8	0.39,0.48,0.92,0.88,0.84,0.88,0.89,0.89	[90.32401569958127, 11]	8
10	152.861	0.9955	1	5	1	88	135	0,0,1,1,1,1,1	0,1,1,1,3,9,16	0.34,0.43,0.47,0.90,0.86,0.82,0.87	[152.8610264618129, 12]	7
6	178.0249	0.9693	8	4	0	81	112	0,1,1,1,1	0,1,2,5,16	0.55,0.62,0.88,0.89,0.85	[178.02493485261635, 6]	4
3	101.6446	0.9089	14	3	1	75	104	1,0,1,1,1	0,7,1,3,7	0.72,0.84,0.87,0.87,0.89	[101.6445931685225, 5]	5
5	125.7167	0.9005	19	2	0	70	105	1,1,1	0,3,10	0.61,0.89,0.86	[125.71672712462993, 5]	2
2	31.3287	0.9567	2	1	1	87	93	1,1,0,1	0,6,22,2	0.78,0.89,0.88,0.86	[31.328678241591888, 4]	4
4	126.0238	0.8909	21	2	0	68	99	1,1,1	0,3,8	0.66,0.91,0.90	[126.02377160072751, 4]	2
5	141.2259	0.9474	11	4	1	78	111	0,0,1,1,1,1	0,1,1,2,5,12	0.61,0.68,0.62,0.87,0.88,0.88	[141.22594845268947, 7]	6
